s0_level,global_index,value,degree,minimal_polynomial
5,undetermined,5.20815,8,1-4 t-4 t^2-10 t^3-8 t^4-10 t^5-4 t^6-4 t^7+t^8
5,undetermined,5.20834,8,1-5 t-6 t^3+3 t^4-6 t^5-5 t^7+t^8
5,undetermined,5.20847,10,1-4 t-6 t^2-2 t^3+2 t^4+2 t^5+2 t^6-2 t^7-6 t^8-4 t^9+t^10
5,undetermined,5.20885,8,1-4 t-6 t^2-2 t^3+3 t^4-2 t^5-6 t^6-4 t^7+t^8
5,undetermined,5.20894,8,1-6 t+5 t^2-5 t^3+3 t^4-5 t^5+5 t^6-6 t^7+t^8
5,undetermined,5.20903,8,1-4 t-5 t^2-5 t^3-8 t^4-5 t^5-5 t^6-4 t^7+t^8
5,undetermined,5.20908,10,1-6 t+5 t^2-6 t^3+9 t^4-10 t^5+9 t^6-6 t^7+5 t^8-6 t^9+t^10
5,undetermined,5.20945,8,1-5 t-t^2-t^3+3 t^4-t^5-t^6-5 t^7+t^8
5,undetermined,5.20999,10,1-6 t+4 t^2+t^3-2 t^4-2 t^6+t^7+4 t^8-6 t^9+t^10
5,undetermined,5.21032,10,1-4 t-5 t^2-6 t^3-4 t^4-4 t^6-6 t^7-5 t^8-4 t^9+t^10
5,undetermined,5.21063,8,1-5 t-2 t^2+4 t^3+3 t^4+4 t^5-2 t^6-5 t^7+t^8
5,undetermined,5.21077,6,1-7 t+12 t^2-16 t^3+12 t^4-7 t^5+t^6
5,undetermined,5.21123,8,1-4 t-5 t^2-6 t^3-3 t^4-6 t^5-5 t^6-4 t^7+t^8
5,undetermined,5.21181,10,1-4 t-5 t^2-5 t^3-8 t^4-7 t^5-8 t^6-5 t^7-5 t^8-4 t^9+t^10
5,undetermined,5.21219,6,1-6 t+4 t^2+4 t^4-6 t^5+t^6
5,undetermined,5.21224,8,1-5 t-5 t^3-3 t^4-5 t^5-5 t^7+t^8
5,undetermined,5.21244,8,1-3 t-9 t^2-11 t^3-9 t^4-11 t^5-9 t^6-3 t^7+t^8
5,undetermined,5.21273,10,1-7 t+10 t^2-2 t^3-11 t^4+17 t^5-11 t^6-2 t^7+10 t^8-7 t^9+t^10
5,undetermined,5.21344,8,1-4 t-4 t^2-10 t^3-9 t^4-10 t^5-4 t^6-4 t^7+t^8
5,undetermined,5.21348,8,1-5 t-t^2-3 t^4-t^6-5 t^7+t^8
5,undetermined,5.21353,10,1-5 t-2 t^2+5 t^3-t^4-5 t^5-t^6+5 t^7-2 t^8-5 t^9+t^10
5,undetermined,5.21376,10,1-5 t-t^2-3 t^4-3 t^6-t^8-5 t^9+t^10
5,undetermined,5.21448,8,1-4 t-5 t^2-5 t^3-9 t^4-5 t^5-5 t^6-4 t^7+t^8
5,undetermined,5.21453,8,1-4 t-6 t^2-2 t^3+2 t^4-2 t^5-6 t^6-4 t^7+t^8
5,undetermined,5.21488,8,1-5 t-6 t^3+2 t^4-6 t^5-5 t^7+t^8
5,undetermined,5.21604,8,1-7 t+10 t^2-3 t^3-3 t^4-3 t^5+10 t^6-7 t^7+t^8
5,undetermined,5.21622,8,1-5 t-t^2-t^3+2 t^4-t^5-t^6-5 t^7+t^8
5,undetermined,5.2167,8,1-4 t-5 t^2-6 t^3-4 t^4-6 t^5-5 t^6-4 t^7+t^8
5,undetermined,5.21696,8,1-6 t+5 t^2-5 t^3+2 t^4-5 t^5+5 t^6-6 t^7+t^8
5,undetermined,5.21702,8,1-3 t-9 t^2-11 t^3-10 t^4-11 t^5-9 t^6-3 t^7+t^8
5,undetermined,5.21766,8,1-5 t-2 t^2+4 t^3+2 t^4+4 t^5-2 t^6-5 t^7+t^8
5,undetermined,5.21815,8,1-7 t+12 t^2-17 t^3+18 t^4-17 t^5+12 t^6-7 t^7+t^8
5,undetermined,5.21836,10,1-5 t-2 t^2+4 t^3+3 t^4-3 t^5+3 t^6+4 t^7-2 t^8-5 t^9+t^10
5,undetermined,5.21848,8,1-6 t+6 t^2-11 t^3+7 t^4-11 t^5+6 t^6-6 t^7+t^8
5,undetermined,5.21871,6,1-4 t-5 t^2-6 t^3-5 t^4-4 t^5+t^6
5,undetermined,5.21983,10,1-4 t-7 t^2+2 t^3+6 t^4+3 t^5+6 t^6+2 t^7-7 t^8-4 t^9+t^10
5,undetermined,5.2199,6,1-6 t+6 t^2-11 t^3+6 t^4-6 t^5+t^6
5,undetermined,5.22001,10,1-5 t-t^2-2 t^3+6 t^4+t^5+6 t^6-2 t^7-t^8-5 t^9+t^10
5,undetermined,5.22018,6,1-5 t-2 t^2+5 t^3-2 t^4-5 t^5+t^6
5,undetermined,5.22024,8,1-6 t+5 t^2-6 t^3+7 t^4-6 t^5+5 t^6-6 t^7+t^8
5,undetermined,5.22025,10,1-6 t+5 t^2-6 t^3+6 t^4-t^5+6 t^6-6 t^7+5 t^8-6 t^9+t^10
5,undetermined,5.22137,8,1-5 t-6 t^3+t^4-6 t^5-5 t^7+t^8
5,undetermined,5.22148,10,1-6 t+4 t^2+t^3-5 t^4+9 t^5-5 t^6+t^7+4 t^8-6 t^9+t^10
5,undetermined,5.22158,8,1-3 t-9 t^2-11 t^3-11 t^4-11 t^5-9 t^6-3 t^7+t^8
5,undetermined,5.22205,8,1-7 t+11 t^2-10 t^3+7 t^4-10 t^5+11 t^6-7 t^7+t^8
5,undetermined,5.22213,10,1-7 t+10 t^2-3 t^3-5 t^4+7 t^5-5 t^6-3 t^7+10 t^8-7 t^9+t^10
5,undetermined,5.22306,10,1-6 t+4 t^2+3 t^4-8 t^5+3 t^6+4 t^8-6 t^9+t^10
5,undetermined,5.22313,8,1-3 t-8 t^2-15 t^3-17 t^4-15 t^5-8 t^6-3 t^7+t^8
5,undetermined,5.22357,8,1-6 t+4 t^2+t^3-4 t^4+t^5+4 t^6-6 t^7+t^8
5,undetermined,5.2241,10,1-5 t-t^2-t^3+3 t^5-t^7-t^8-5 t^9+t^10
5,undetermined,5.22463,8,1-5 t-2 t^2+4 t^3+t^4+4 t^5-2 t^6-5 t^7+t^8
5,undetermined,5.2249,8,1-6 t+5 t^2-5 t^3+t^4-5 t^5+5 t^6-6 t^7+t^8
5,undetermined,5.22513,8,1-5 t-5 t^3-5 t^4-5 t^5-5 t^7+t^8
5,undetermined,5.22573,8,1-5 t-t^2-2 t^3+6 t^4-2 t^5-t^6-5 t^7+t^8
5,undetermined,5.2258,8,1-4 t-6 t^2-2 t^3-2 t^5-6 t^6-4 t^7+t^8
5,undetermined,5.22613,6,1-5 t-6 t^3-5 t^5+t^6
5,undetermined,5.22621,10,1-6 t+4 t^2+t^3-5 t^4+6 t^5-5 t^6+t^7+4 t^8-6 t^9+t^10
5,undetermined,5.22622,8,1-7 t+10 t^2-3 t^3-4 t^4-3 t^5+10 t^6-7 t^7+t^8
5,undetermined,5.22683,8,1-5 t-t^2-5 t^4-t^6-5 t^7+t^8
5,undetermined,5.227,8,1-6 t+4 t^2+t^4+4 t^6-6 t^7+t^8
5,undetermined,5.22743,10,1-6 t+3 t^2+6 t^3-2 t^4-5 t^5-2 t^6+6 t^7+3 t^8-6 t^9+t^10
5,undetermined,5.22745,10,1-5 t-2 t^2+4 t^3+t^4+t^5+t^6+4 t^7-2 t^8-5 t^9+t^10
5,undetermined,5.22754,6,1-3 t-9 t^2-12 t^3-9 t^4-3 t^5+t^6
5,undetermined,5.22759,8,1-7 t+12 t^2-17 t^3+17 t^4-17 t^5+12 t^6-7 t^7+t^8
5,undetermined,5.22781,8,1-5 t-6 t^3-6 t^5-5 t^7+t^8
5,undetermined,5.2282,8,1-6 t+5 t^2-6 t^3+6 t^4-6 t^5+5 t^6-6 t^7+t^8
5,undetermined,5.22867,10,1-3 t-9 t^2-11 t^3-12 t^4-13 t^5-12 t^6-11 t^7-9 t^8-3 t^9+t^10
5,undetermined,5.22927,10,1-4 t-6 t^2-2 t^3-t^4-t^5-t^6-2 t^7-6 t^8-4 t^9+t^10
5,undetermined,5.22961,8,1-5 t-t^2-t^3-t^5-t^6-5 t^7+t^8
5,undetermined,5.23084,10,1-5 t-6 t^3-t^4-3 t^5-t^6-6 t^7-5 t^9+t^10
5,undetermined,5.23094,10,1-4 t-5 t^2-6 t^3-6 t^4-9 t^5-6 t^6-6 t^7-5 t^8-4 t^9+t^10
5,undetermined,5.23138,8,1-4 t-6 t^2-2 t^3-t^4-2 t^5-6 t^6-4 t^7+t^8
5,undetermined,5.23141,10,1-5 t-2 t^2+4 t^3+t^4-2 t^5+t^6+4 t^7-2 t^8-5 t^9+t^10
5,undetermined,5.23155,6,1-7 t+11 t^2-11 t^3+11 t^4-7 t^5+t^6
5,undetermined,5.23242,8,1-5 t-t^2-2 t^3+5 t^4-2 t^5-t^6-5 t^7+t^8
5,undetermined,5.23276,8,1-6 t+5 t^2-5 t^3-5 t^5+5 t^6-6 t^7+t^8
5,undetermined,5.23291,8,1-4 t-5 t^2-6 t^3-7 t^4-6 t^5-5 t^6-4 t^7+t^8
5,undetermined,5.23301,10,1-5 t-t^2-t^3-4 t^5-t^7-t^8-5 t^9+t^10
5,undetermined,5.23343,8,1-5 t-t^2-6 t^4-t^6-5 t^7+t^8
5,undetermined,5.2342,8,1-5 t-6 t^3-t^4-6 t^5-5 t^7+t^8
5,undetermined,5.2352,8,1-4 t-5 t^2-7 t^3-2 t^4-7 t^5-5 t^6-4 t^7+t^8
5,undetermined,5.23521,8,1-6 t+4 t^2+4 t^6-6 t^7+t^8
5,undetermined,5.2359,8,1-7 t+11 t^2-11 t^3+11 t^4-11 t^5+11 t^6-7 t^7+t^8
5,undetermined,5.23631,10,1-4 t-7 t^2+2 t^3+4 t^4-t^5+4 t^6+2 t^7-7 t^8-4 t^9+t^10
5,undetermined,5.23655,8,1-4 t-4 t^2-11 t^3-8 t^4-11 t^5-4 t^6-4 t^7+t^8
5,undetermined,5.23693,6,1-6 t+5 t^2-6 t^3+5 t^4-6 t^5+t^6
5,undetermined,5.23702,10,1-5 t-t^2-2 t^3+3 t^4+4 t^5+3 t^6-2 t^7-t^8-5 t^9+t^10
5,undetermined,5.23795,10,1-4 t-5 t^2-6 t^3-8 t^4-5 t^5-8 t^6-6 t^7-5 t^8-4 t^9+t^10
5,undetermined,5.23796,8,1-4 t-7 t^2+t^3+9 t^4+t^5-7 t^6-4 t^7+t^8
5,undetermined,5.23826,8,1-4 t-5 t^2-6 t^3-8 t^4-6 t^5-5 t^6-4 t^7+t^8
5,undetermined,5.23854,10,1-6 t+3 t^2+6 t^3-4 t^4-t^5-4 t^6+6 t^7+3 t^8-6 t^9+t^10
5,undetermined,5.23901,10,1-5 t-t^2-2 t^3+4 t^4-3 t^5+4 t^6-2 t^7-t^8-5 t^9+t^10
5,undetermined,5.2393,8,1-4 t-6 t^2-3 t^3+3 t^4-3 t^5-6 t^6-4 t^7+t^8
5,undetermined,5.23947,8,1-6 t+5 t^2-7 t^3+10 t^4-7 t^5+5 t^6-6 t^7+t^8
5,undetermined,5.23998,8,1-5 t-t^2-7 t^4-t^6-5 t^7+t^8
5,undetermined,5.24056,6,1-5 t-t^2-t^3-t^4-5 t^5+t^6
5,undetermined,5.24092,8,1-7 t+12 t^2-18 t^3+21 t^4-18 t^5+12 t^6-7 t^7+t^8
5,undetermined,5.24172,8,1-4 t-4 t^2-11 t^3-9 t^4-11 t^5-4 t^6-4 t^7+t^8
5,undetermined,5.2419,10,1-5 t-3 t^2+9 t^3+2 t^4-9 t^5+2 t^6+9 t^7-3 t^8-5 t^9+t^10
5,undetermined,5.2428,8,1-5 t-t^2-t^3-2 t^4-t^5-t^6-5 t^7+t^8
5,undetermined,5.2433,8,1-5 t-7 t^3+3 t^4-7 t^5-5 t^7+t^8
5,undetermined,5.24333,8,1-6 t+4 t^2-t^4+4 t^6-6 t^7+t^8
5,undetermined,5.24358,8,1-4 t-5 t^2-6 t^3-9 t^4-6 t^5-5 t^6-4 t^7+t^8
5,undetermined,5.24392,8,1-6 t+5 t^2-6 t^3+4 t^4-6 t^5+5 t^6-6 t^7+t^8
5,undetermined,5.24447,8,1-6 t+6 t^2-12 t^3+9 t^4-12 t^5+6 t^6-6 t^7+t^8
5,undetermined,5.24455,10,1-4 t-6 t^2-4 t^3+5 t^4+7 t^5+5 t^6-4 t^7-6 t^8-4 t^9+t^10
5,undetermined,5.24484,8,1-4 t-6 t^2-3 t^3+2 t^4-3 t^5-6 t^6-4 t^7+t^8
5,undetermined,5.24516,10,1-7 t+11 t^2-10 t^3+3 t^4+3 t^6-10 t^7+11 t^8-7 t^9+t^10
5,undetermined,5.24556,8,1-7 t+11 t^2-11 t^3+10 t^4-11 t^5+11 t^6-7 t^7+t^8
5,undetermined,5.24566,8,1-5 t-t^2-2 t^3+3 t^4-2 t^5-t^6-5 t^7+t^8
5,undetermined,5.24589,8,1-4 t-5 t^2-7 t^3-4 t^4-7 t^5-5 t^6-4 t^7+t^8
5,undetermined,5.24593,10,1-5 t-3 t^2+9 t^3+2 t^4-12 t^5+2 t^6+9 t^7-3 t^8-5 t^9+t^10
5,undetermined,5.24644,10,1-6 t+3 t^2+5 t^3+2 t^4-11 t^5+2 t^6+5 t^7+3 t^8-6 t^9+t^10
5,undetermined,5.24648,8,1-5 t-t^2-8 t^4-t^6-5 t^7+t^8
5,undetermined,5.24685,10,1-5 t-2 t^2+4 t^3-t^4-3 t^5-t^6+4 t^7-2 t^8-5 t^9+t^10
5,undetermined,5.24732,8,1-6 t+5 t^2-7 t^3+9 t^4-7 t^5+5 t^6-6 t^7+t^8
5,undetermined,5.2477,10,1-6 t+5 t^2-7 t^3+9 t^4-8 t^5+9 t^6-7 t^7+5 t^8-6 t^9+t^10
5,undetermined,5.24786,8,1-6 t+4 t^2+t^3-7 t^4+t^5+4 t^6-6 t^7+t^8
5,undetermined,5.24795,10,1-4 t-7 t^2+t^3+6 t^4+5 t^5+6 t^6+t^7-7 t^8-4 t^9+t^10
5,undetermined,5.2481,10,1-4 t-6 t^2-2 t^3-3 t^4-8 t^5-3 t^6-2 t^7-6 t^8-4 t^9+t^10
5,undetermined,5.24819,8,1-5 t-2 t^2+3 t^3+3 t^4+3 t^5-2 t^6-5 t^7+t^8
5,undetermined,5.24837,10,1-7 t+10 t^2-3 t^3-9 t^4+15 t^5-9 t^6-3 t^7+10 t^8-7 t^9+t^10
5,undetermined,5.24886,8,1-4 t-5 t^2-6 t^3-10 t^4-6 t^5-5 t^6-4 t^7+t^8
5,undetermined,5.24933,8,1-5 t-t^2-t^3-3 t^4-t^5-t^6-5 t^7+t^8
5,undetermined,5.24963,8,1-5 t-7 t^3+2 t^4-7 t^5-5 t^7+t^8
5,undetermined,5.24972,10,1-6 t+4 t^2-2 t^4+2 t^5-2 t^6+4 t^8-6 t^9+t^10
5,undetermined,5.25019,8,1-7 t+12 t^2-18 t^3+20 t^4-18 t^5+12 t^6-7 t^7+t^8
5,undetermined,5.25039,10,1-6 t+4 t^2-3 t^4+7 t^5-3 t^6+4 t^8-6 t^9+t^10
5,undetermined,5.25119,6,1-3 t-9 t^2-13 t^3-9 t^4-3 t^5+t^6
5,undetermined,5.25167,8,1-6 t+5 t^2-6 t^3+3 t^4-6 t^5+5 t^6-6 t^7+t^8
5,undetermined,5.25179,10,1-5 t-2 t^2+3 t^3+3 t^4-t^5+3 t^6+3 t^7-2 t^8-5 t^9+t^10
5,undetermined,5.25194,8,1-6 t+6 t^2-12 t^3+8 t^4-12 t^5+6 t^6-6 t^7+t^8
5,undetermined,5.2522,8,1-5 t-t^2-2 t^3+2 t^4-2 t^5-t^6-5 t^7+t^8
5,undetermined,5.25244,10,1-5 t-t^2-3 t^3+6 t^4+3 t^5+6 t^6-3 t^7-t^8-5 t^9+t^10
5,undetermined,5.25313,8,1-5 t-6 t^3-4 t^4-6 t^5-5 t^7+t^8
5,undetermined,5.25331,8,1-5 t+t^2-12 t^3+t^4-12 t^5+t^6-5 t^7+t^8
5,undetermined,5.25412,8,1-4 t-5 t^2-6 t^3-11 t^4-6 t^5-5 t^6-4 t^7+t^8
5,undetermined,5.25493,8,1-3 t-9 t^2-12 t^3-13 t^4-12 t^5-9 t^6-3 t^7+t^8
5,undetermined,5.25494,8,1-6 t+4 t^2-t^3+3 t^4-t^5+4 t^6-6 t^7+t^8
5,undetermined,5.25497,8,1-5 t-2 t^2+3 t^3+2 t^4+3 t^5-2 t^6-5 t^7+t^8
5,undetermined,5.2551,6,1-6 t+4 t^2-t^3+4 t^4-6 t^5+t^6
5,undetermined,5.25581,6,1-5 t-2 t^2+4 t^3-2 t^4-5 t^5+t^6
5,undetermined,5.25591,8,1-5 t-7 t^3+t^4-7 t^5-5 t^7+t^8
5,undetermined,5.25614,10,1-4 t-6 t^2-3 t^3-t^4+t^5-t^6-3 t^7-6 t^8-4 t^9+t^10
5,undetermined,5.2562,10,1-5 t-t^2-2 t^3+5 t^5-2 t^7-t^8-5 t^9+t^10
5,undetermined,5.25646,8,1-4 t-5 t^2-7 t^3-6 t^4-7 t^5-5 t^6-4 t^7+t^8
5,undetermined,5.25799,8,1-5 t-2 t^2+2 t^3+7 t^4+2 t^5-2 t^6-5 t^7+t^8
5,undetermined,5.2587,8,1-5 t-t^2-2 t^3+t^4-2 t^5-t^6-5 t^7+t^8
5,undetermined,5.25935,4,1-6 t+5 t^2-6 t^3+t^4
5,undetermined,5.26034,8,1-7 t+10 t^2-4 t^3-2 t^4-4 t^5+10 t^6-7 t^7+t^8
5,undetermined,5.26063,10,1-5 t-2 t^2+3 t^3+t^4+3 t^5+t^6+3 t^7-2 t^8-5 t^9+t^10
5,undetermined,5.26086,10,1-6 t+4 t^2-5 t^4+11 t^5-5 t^6+4 t^8-6 t^9+t^10
5,undetermined,5.26124,8,1-4 t-6 t^2-3 t^3-t^4-3 t^5-6 t^6-4 t^7+t^8
5,undetermined,5.26165,10,1-5 t-3 t^2+9 t^3-13 t^5+9 t^7-3 t^8-5 t^9+t^10
5,undetermined,5.26169,8,1-5 t-2 t^2+3 t^3+t^4+3 t^5-2 t^6-5 t^7+t^8
5,undetermined,5.26171,8,1-4 t-5 t^2-7 t^3-7 t^4-7 t^5-5 t^6-4 t^7+t^8
5,undetermined,5.26215,8,1-5 t-7 t^3-7 t^5-5 t^7+t^8
5,undetermined,5.26224,8,1-5 t-t^2-t^3-5 t^4-t^5-t^6-5 t^7+t^8
5,undetermined,5.26254,10,1-6 t+4 t^2-t^3+3 t^4-6 t^5+3 t^6-t^7+4 t^8-6 t^9+t^10
5,undetermined,5.26273,10,1-4 t-6 t^2-4 t^3+2 t^4+6 t^5+2 t^6-4 t^7-6 t^8-4 t^9+t^10
5,undetermined,5.26281,8,1-6 t+5 t^2-7 t^3+7 t^4-7 t^5+5 t^6-6 t^7+t^8
5,undetermined,5.26294,8,1-6 t+4 t^2-t^3+2 t^4-t^5+4 t^6-6 t^7+t^8
5,undetermined,5.264,10,1-4 t-7 t^2+t^3+4 t^4+t^5+4 t^6+t^7-7 t^8-4 t^9+t^10
5,undetermined,5.26444,10,1-5 t-2 t^2+3 t^3+t^4+t^6+3 t^7-2 t^8-5 t^9+t^10
5,undetermined,5.26453,8,1-7 t+11 t^2-11 t^3+8 t^4-11 t^5+11 t^6-7 t^7+t^8
5,undetermined,5.26481,10,1-5 t-t^2-2 t^3-2 t^5-2 t^7-t^8-5 t^9+t^10
5,undetermined,5.26537,10,1-6 t+4 t^2-5 t^4+8 t^5-5 t^6+4 t^8-6 t^9+t^10
5,undetermined,5.2663,8,1-6 t+5 t^2-8 t^3+12 t^4-8 t^5+5 t^6-6 t^7+t^8
5,undetermined,5.26665,8,1-4 t-6 t^2-3 t^3-2 t^4-3 t^5-6 t^6-4 t^7+t^8
5,undetermined,5.26692,8,1-4 t-5 t^2-7 t^3-8 t^4-7 t^5-5 t^6-4 t^7+t^8
5,undetermined,5.26725,8,1-6 t+4 t^2-4 t^4+4 t^6-6 t^7+t^8
5,undetermined,5.26821,10,1-6 t+3 t^2+5 t^3-2 t^4-3 t^5-2 t^6+5 t^7+3 t^8-6 t^9+t^10
5,undetermined,5.26835,8,1-5 t-7 t^3-t^4-7 t^5-5 t^7+t^8
5,undetermined,5.26836,8,1-5 t-2 t^2+3 t^3+3 t^5-2 t^6-5 t^7+t^8
5,undetermined,5.26843,10,1-6 t+4 t^2-t^3+t^4+t^5+t^6-t^7+4 t^8-6 t^9+t^10
5,undetermined,5.26862,8,1-5 t-t^2-t^3-6 t^4-t^5-t^6-5 t^7+t^8
5,undetermined,5.26881,8,1-7 t+11 t^2-12 t^3+13 t^4-12 t^5+11 t^6-7 t^7+t^8
5,undetermined,5.26962,10,1-5 t-t^2-t^3-6 t^4-t^5-6 t^6-t^7-t^8-5 t^9+t^10
5,undetermined,5.27045,8,1-6 t+5 t^2-7 t^3+6 t^4-7 t^5+5 t^6-6 t^7+t^8
5,undetermined,5.27046,10,1-7 t+10 t^2-4 t^3-5 t^4+9 t^5-5 t^6-4 t^7+10 t^8-7 t^9+t^10
5,undetermined,5.27054,8,1-8 t+19 t^2-30 t^3+35 t^4-30 t^5+19 t^6-8 t^7+t^8
5,undetermined,5.27075,10,1-5 t-2 t^2+3 t^3+t^4-5 t^5+t^6+3 t^7-2 t^8-5 t^9+t^10
5,undetermined,5.27086,8,1-6 t+4 t^2-t^3+t^4-t^5+4 t^6-6 t^7+t^8
5,undetermined,5.27155,8,1-5 t-t^2-2 t^3-t^4-2 t^5-t^6-5 t^7+t^8
5,undetermined,5.27211,8,1-4 t-5 t^2-7 t^3-9 t^4-7 t^5-5 t^6-4 t^7+t^8
5,undetermined,5.27282,10,1-6 t+4 t^2-5 t^4+3 t^5-5 t^6+4 t^8-6 t^9+t^10
5,undetermined,5.27498,8,1-5 t-2 t^2+3 t^3-t^4+3 t^5-2 t^6-5 t^7+t^8
5,undetermined,5.27537,10,1-3 t-10 t^2-10 t^3-3 t^4+t^5-3 t^6-10 t^7-10 t^8-3 t^9+t^10
5,undetermined,5.27557,10,1-4 t-7 t^2+6 t^4+7 t^5+6 t^6-7 t^8-4 t^9+t^10
5,undetermined,5.27581,10,1-5 t-3 t^2+8 t^3+2 t^4-7 t^5+2 t^6+8 t^7-3 t^8-5 t^9+t^10
5,undetermined,5.27636,10,1-7 t+10 t^2-6 t^3+9 t^4-15 t^5+9 t^6-6 t^7+10 t^8-7 t^9+t^10
5,undetermined,5.27727,8,1-4 t-5 t^2-7 t^3-10 t^4-7 t^5-5 t^6-4 t^7+t^8
5,undetermined,5.27737,6,1-6 t+5 t^2-7 t^3+5 t^4-6 t^5+t^6
5,undetermined,5.27739,10,1-5 t-t^2-2 t^3-3 t^4+4 t^5-3 t^6-2 t^7-t^8-5 t^9+t^10
5,undetermined,5.27791,8,1-5 t-t^2-2 t^3-2 t^4-2 t^5-t^6-5 t^7+t^8
5,undetermined,5.27806,8,1-5 t-2 t^2+2 t^3+4 t^4+2 t^5-2 t^6-5 t^7+t^8
5,undetermined,5.27817,8,1-7 t+11 t^2-12 t^3+12 t^4-12 t^5+11 t^6-7 t^7+t^8
5,undetermined,5.27871,8,1-6 t+4 t^2-t^3-t^5+4 t^6-6 t^7+t^8
5,undetermined,5.27886,8,1-3 t-9 t^2-13 t^3-13 t^4-13 t^5-9 t^6-3 t^7+t^8
5,undetermined,5.27891,10,1-6 t+3 t^2+5 t^3-4 t^4+t^5-4 t^6+5 t^7+3 t^8-6 t^9+t^10
5,undetermined,5.27941,10,1-5 t-2 t^2+3 t^3-t^4-t^5-t^6+3 t^7-2 t^8-5 t^9+t^10
5,undetermined,5.27968,10,1-5 t-3 t^2+8 t^3+2 t^4-10 t^5+2 t^6+8 t^7-3 t^8-5 t^9+t^10
5,undetermined,5.27969,8,1-4 t-5 t^2-8 t^3-5 t^4-8 t^5-5 t^6-4 t^7+t^8
5,undetermined,5.27974,10,1-7 t+10 t^2-5 t^3+t^4-t^5+t^6-5 t^7+10 t^8-7 t^9+t^10
5,undetermined,5.28013,10,1-6 t+5 t^2-7 t^3+4 t^4-3 t^5+4 t^6-7 t^7+5 t^8-6 t^9+t^10
5,undetermined,5.28063,8,1-5 t-7 t^3-3 t^4-7 t^5-5 t^7+t^8
5,undetermined,5.28117,8,1-5 t-2 t^2+t^3+9 t^4+t^5-2 t^6-5 t^7+t^8
5,undetermined,5.28126,8,1-5 t-t^2-t^3-8 t^4-t^5-t^6-5 t^7+t^8
5,undetermined,5.28156,6,1-7 t+11 t^2-12 t^3+11 t^4-7 t^5+t^6
5,undetermined,5.28228,10,1-4 t-5 t^2-8 t^3-6 t^4-5 t^5-6 t^6-8 t^7-5 t^8-4 t^9+t^10
5,undetermined,5.28238,8,1-6 t+4 t^2-2 t^3+5 t^4-2 t^5+4 t^6-6 t^7+t^8
5,undetermined,5.28257,10,1-4 t-6 t^2-4 t^3-t^4+3 t^5-t^6-4 t^7-6 t^8-4 t^9+t^10
5,undetermined,5.28302,10,1-6 t+4 t^2-7 t^4+7 t^5-7 t^6+4 t^8-6 t^9+t^10
5,undetermined,5.28349,10,1-6 t+3 t^2+5 t^3-4 t^4-2 t^5-4 t^6+5 t^7+3 t^8-6 t^9+t^10
5,undetermined,5.28351,8,1-5 t-8 t^3+2 t^4-8 t^5-5 t^7+t^8
5,undetermined,5.28413,8,1-7 t+10 t^2-5 t^3+t^4-5 t^5+10 t^6-7 t^7+t^8
5,undetermined,5.28423,8,1-5 t-t^2-2 t^3-3 t^4-2 t^5-t^6-5 t^7+t^8
5,undetermined,5.28444,10,1-5 t-2 t^2+2 t^3+3 t^4+t^5+3 t^6+2 t^7-2 t^8-5 t^9+t^10
5,undetermined,5.28462,8,1-6 t+6 t^2-13 t^3+9 t^4-13 t^5+6 t^6-6 t^7+t^8
5,undetermined,5.28466,8,1-5 t-2 t^2+2 t^3+3 t^4+2 t^5-2 t^6-5 t^7+t^8
5,undetermined,5.28524,10,1-6 t+5 t^2-8 t^3+9 t^4-6 t^5+9 t^6-8 t^7+5 t^8-6 t^9+t^10
5,undetermined,5.28552,8,1-6 t+5 t^2-7 t^3+4 t^4-7 t^5+5 t^6-6 t^7+t^8
5,undetermined,5.28559,8,1-4 t-7 t^2+6 t^4-7 t^6-4 t^7+t^8
5,undetermined,5.28594,8,1-5 t+t^2-13 t^3+t^4-13 t^5+t^6-5 t^7+t^8
5,undetermined,5.28648,8,1-6 t+4 t^2-t^3-t^4-t^5+4 t^6-6 t^7+t^8
5,undetermined,5.28673,10,1-6 t+3 t^2+4 t^3+2 t^4-9 t^5+2 t^6+4 t^7+3 t^8-6 t^9+t^10
5,undetermined,5.28718,10,1-6 t+2 t^2+10 t^3-t^4-13 t^5-t^6+10 t^7+2 t^8-6 t^9+t^10
5,undetermined,5.28722,8,1-5 t-t^2-3 t^3+2 t^4-3 t^5-t^6-5 t^7+t^8
5,undetermined,5.28741,8,1-7 t+11 t^2-12 t^3+11 t^4-12 t^5+11 t^6-7 t^7+t^8
5,undetermined,5.28752,6,1-4 t-6 t^2-3 t^3-6 t^4-4 t^5+t^6
5,undetermined,5.28828,10,1-6 t+4 t^2-t^3-2 t^4+4 t^5-2 t^6-t^7+4 t^8-6 t^9+t^10
5,undetermined,5.28898,10,1-6 t+4 t^2-t^3-3 t^4+9 t^5-3 t^6-t^7+4 t^8-6 t^9+t^10
5,undetermined,5.28909,8,1-6 t+5 t^2-8 t^3+9 t^4-8 t^5+5 t^6-6 t^7+t^8
5,undetermined,5.28995,8,1-4 t-5 t^2-8 t^3-7 t^4-8 t^5-5 t^6-4 t^7+t^8
5,undetermined,5.29018,8,1-6 t+4 t^2-2 t^3+4 t^4-2 t^5+4 t^6-6 t^7+t^8
5,undetermined,5.2905,6,1-5 t-2 t^2+3 t^3-2 t^4-5 t^5+t^6
