s0_level,index,value,degree,minimal_polynomial
4,551,3.28048,10,1-2 t-4 t^2-2 t^3+3 t^4+4 t^5+3 t^6-2 t^7-4 t^8-2 t^9+t^10
4,552,3.28124,8,1-3 t-t^2+t^4-t^6-3 t^7+t^8
4,553,3.28346,8,1-2 t-3 t^2-3 t^3-2 t^4-3 t^5-3 t^6-2 t^7+t^8
4,554,3.28425,8,1-4 t+3 t^2-2 t^3-2 t^5+3 t^6-4 t^7+t^8
4,555,3.28464,8,1-t-5 t^2-6 t^3-5 t^4-6 t^5-5 t^6-t^7+t^8
4,556,3.28627,8,1-4 t+4 t^2-7 t^3+7 t^4-7 t^5+4 t^6-4 t^7+t^8
4,557,3.28722,10,1-4 t+3 t^2-2 t^3-t^4+2 t^5-t^6-2 t^7+3 t^8-4 t^9+t^10
4,558,3.2875,10,1-3 t-t^2+2 t^5-t^8-3 t^9+t^10
4,559,3.28853,6,1-2 t-3 t^2-3 t^3-3 t^4-2 t^5+t^6
4,560,3.28993,10,1-4 t+t^2+5 t^3-7 t^5+5 t^7+t^8-4 t^9+t^10
4,561,3.29049,8,1-4 t+3 t^2-4 t^3+7 t^4-4 t^5+3 t^6-4 t^7+t^8
4,562,3.29179,8,1-3 t-t^2+t^3-3 t^4+t^5-t^6-3 t^7+t^8
4,563,3.29683,8,1-3 t-t^2-t^3+4 t^4-t^5-t^6-3 t^7+t^8
4,564,3.29726,8,1-2 t-4 t^2-t^3+t^4-t^5-4 t^6-2 t^7+t^8
4,565,3.29851,6,1-3 t-3 t^3-3 t^5+t^6
4,566,3.29888,10,1-4 t+3 t^2-3 t^3+2 t^4+t^5+2 t^6-3 t^7+3 t^8-4 t^9+t^10
4,567,3.3001,8,1-5 t+8 t^2-11 t^3+13 t^4-11 t^5+8 t^6-5 t^7+t^8
4,568,3.30149,6,1-t-5 t^2-7 t^3-5 t^4-t^5+t^6
4,569,3.30239,8,1-3 t-3 t^3-3 t^5-3 t^7+t^8
4,570,3.30316,8,1-4 t+2 t^2+2 t^3-4 t^4+2 t^5+2 t^6-4 t^7+t^8
4,571,3.30405,8,1-4 t+3 t^2-3 t^3+3 t^4-3 t^5+3 t^6-4 t^7+t^8
4,572,3.30563,10,1-3 t-2 t^3-4 t^4-4 t^6-2 t^7-3 t^9+t^10
4,573,3.30698,8,1-3 t-t^2-t^6-3 t^7+t^8
4,574,3.307,10,1-3 t-2 t^2+3 t^3+t^4-t^5+t^6+3 t^7-2 t^8-3 t^9+t^10
4,575,3.30942,10,1-3 t-t^2-t^3+2 t^4+3 t^5+2 t^6-t^7-t^8-3 t^9+t^10
4,576,3.31126,8,1-3 t-2 t^3-4 t^4-2 t^5-3 t^7+t^8
4,577,3.31504,8,1-2 t-2 t^2-6 t^3-4 t^4-6 t^5-2 t^6-2 t^7+t^8
4,578,3.31651,4,1-5 t+7 t^2-5 t^3+t^4
4,579,3.31905,8,1-2 t-3 t^2-3 t^3-4 t^4-3 t^5-3 t^6-2 t^7+t^8
4,580,3.32172,10,1-2 t-3 t^2-3 t^3-4 t^4-3 t^5-4 t^6-3 t^7-3 t^8-2 t^9+t^10
4,581,3.32246,8,1-3 t-t^2-t^3+3 t^4-t^5-t^6-3 t^7+t^8
4,582,3.32429,8,1-4 t+3 t^2-4 t^3+6 t^4-4 t^5+3 t^6-4 t^7+t^8
4,583,3.32485,8,1-4 t+2 t^2+t^3-t^4+t^5+2 t^6-4 t^7+t^8
4,584,3.32508,8,1-3 t-3 t^3-t^4-3 t^5-3 t^7+t^8
4,585,3.32562,10,1-3 t-t^2-3 t^5-t^8-3 t^9+t^10
4,586,3.32805,10,1-4 t+t^2+5 t^3-2 t^4-3 t^5-2 t^6+5 t^7+t^8-4 t^9+t^10
4,587,3.32959,8,1-3 t-2 t^2+2 t^3+3 t^4+2 t^5-2 t^6-3 t^7+t^8
5,588,3.32988,8,1-2 t-3 t^2-4 t^3-t^4-4 t^5-3 t^6-2 t^7+t^8
4,589,3.33007,10,1-2 t-4 t^2-2 t^3+t^4+3 t^5+t^6-2 t^7-4 t^8-2 t^9+t^10
4,590,3.33119,8,1-2 t-2 t^2-6 t^3-5 t^4-6 t^5-2 t^6-2 t^7+t^8
4,591,3.33145,10,1-3 t-2 t^2+3 t^3+t^4-4 t^5+t^6+3 t^7-2 t^8-3 t^9+t^10
4,592,3.33161,8,1-3 t-t^2-t^4-t^6-3 t^7+t^8
4,593,3.33403,10,1-3 t-3 t^3-t^4-4 t^5-t^6-3 t^7-3 t^9+t^10
4,594,3.33546,10,1-2 t-4 t^2-3 t^3+3 t^4+6 t^5+3 t^6-3 t^7-4 t^8-2 t^9+t^10
4,595,3.33607,8,1-4 t+3 t^2-3 t^3+2 t^4-3 t^5+3 t^6-4 t^7+t^8
4,596,3.33615,8,1-2 t-3 t^2-3 t^3-5 t^4-3 t^5-3 t^6-2 t^7+t^8
4,597,3.3374,8,1-4 t+2 t^2+2 t^3-5 t^4+2 t^5+2 t^6-4 t^7+t^8
4,598,3.33915,8,1-3 t-4 t^3+2 t^4-4 t^5-3 t^7+t^8
4,599,3.34196,8,1-5 t+8 t^2-11 t^3+12 t^4-11 t^5+8 t^6-5 t^7+t^8
4,600,3.34425,8,1-5 t+7 t^2-6 t^3+5 t^4-6 t^5+7 t^6-5 t^7+t^8
4,601,3.34454,10,1-4 t+4 t^2-7 t^3+5 t^4-7 t^5+5 t^6-7 t^7+4 t^8-4 t^9+t^10
4,602,3.34522,8,1-4 t+4 t^2-7 t^3+5 t^4-7 t^5+4 t^6-4 t^7+t^8
4,603,3.34697,4,1-2 t-4 t^2-2 t^3+t^4
4,604,3.34902,10,1-3 t-t^2-2 t^4+t^5-2 t^6-t^8-3 t^9+t^10
4,605,3.35306,10,1-2 t-5 t^2+4 t^4+3 t^5+4 t^6-5 t^8-2 t^9+t^10
4,606,3.35524,8,1-3 t-t^2-2 t^4-t^6-3 t^7+t^8
4,607,3.35533,10,1-3 t-3 t^2+6 t^3+2 t^4-7 t^5+2 t^6+6 t^7-3 t^8-3 t^9+t^10
4,608,3.35603,8,1-4 t+3 t^2-4 t^3+5 t^4-4 t^5+3 t^6-4 t^7+t^8
4,609,3.35628,8,1-3 t-2 t^2+2 t^3+2 t^4+2 t^5-2 t^6-3 t^7+t^8
4,610,3.3571,10,1-4 t+2 t^2+3 t^4-5 t^5+3 t^6+2 t^8-4 t^9+t^10
4,611,3.35872,8,1-4 t+2 t^2+t^3-2 t^4+t^5+2 t^6-4 t^7+t^8
4,612,3.35913,8,1-t-4 t^2-9 t^3-11 t^4-9 t^5-4 t^6-t^7+t^8
4,613,3.35982,10,1-5 t+7 t^2-6 t^3+4 t^4-3 t^5+4 t^6-6 t^7+7 t^8-5 t^9+t^10
4,614,3.35988,8,1-t-5 t^2-7 t^3-7 t^4-7 t^5-5 t^6-t^7+t^8
4,615,3.36098,8,1-3 t-4 t^3+t^4-4 t^5-3 t^7+t^8
4,616,3.3627,10,1-4 t+2 t^2+t^3-3 t^4+5 t^5-3 t^6+t^7+2 t^8-4 t^9+t^10
4,617,3.36365,8,1-2 t-3 t^2-4 t^3-3 t^4-4 t^5-3 t^6-2 t^7+t^8
4,618,3.36509,8,1-2 t-4 t^2-2 t^3+t^4-2 t^5-4 t^6-2 t^7+t^8
4,619,3.3663,8,1-4 t+3 t^2-3 t^3+t^4-3 t^5+3 t^6-4 t^7+t^8
4,620,3.36813,8,1-3 t-3 t^3-3 t^4-3 t^5-3 t^7+t^8
4,621,3.36832,10,1-2 t-3 t^2-4 t^3-4 t^4-t^5-4 t^6-4 t^7-3 t^8-2 t^9+t^10
4,622,3.36954,8,1-4 t+2 t^2+2 t^3-6 t^4+2 t^5+2 t^6-4 t^7+t^8
4,623,3.37049,8,1-3 t-t^2-t^3+t^4-t^5-t^6-3 t^7+t^8
4,624,3.37257,6,1-3 t-4 t^3-3 t^5+t^6
4,625,3.37344,8,1-3 t-2 t^2+t^3+5 t^4+t^5-2 t^6-3 t^7+t^8
4,626,3.37796,8,1-3 t-t^2-3 t^4-t^6-3 t^7+t^8
4,627,3.37993,8,1-2 t-3 t^2-4 t^3-4 t^4-4 t^5-3 t^6-2 t^7+t^8
4,628,3.38004,10,1-3 t-2 t^2+2 t^3+t^4+t^5+t^6+2 t^7-2 t^8-3 t^9+t^10
4,629,3.38042,8,1-4 t+2 t^2+t^4+2 t^6-4 t^7+t^8
4,630,3.38061,8,1-5 t+8 t^2-11 t^3+11 t^4-11 t^5+8 t^6-5 t^7+t^8
4,631,3.38171,8,1-3 t-2 t^2+2 t^3+t^4+2 t^5-2 t^6-3 t^7+t^8
4,632,3.38208,8,1-3 t-4 t^3-4 t^5-3 t^7+t^8
4,633,3.38271,8,1-2 t-4 t^2-2 t^3-2 t^5-4 t^6-2 t^7+t^8
4,634,3.38324,10,1-4 t+3 t^2-4 t^3+4 t^4-4 t^5+4 t^6-4 t^7+3 t^8-4 t^9+t^10
4,635,3.38572,10,1-t-5 t^2-7 t^3-8 t^4-9 t^5-8 t^6-7 t^7-5 t^8-t^9+t^10
4,636,3.386,6,1-4 t+2 t^2+2 t^4-4 t^5+t^6
4,637,3.38729,10,1-3 t-t^2-2 t^3+3 t^4+3 t^6-2 t^7-t^8-3 t^9+t^10
4,638,3.38768,8,1-2 t-2 t^2-7 t^3-5 t^4-7 t^5-2 t^6-2 t^7+t^8
4,639,3.39002,10,1-t-6 t^2-7 t^3-t^4+3 t^5-t^6-7 t^7-6 t^8-t^9+t^10
4,640,3.39051,8,1-4 t+2 t^2+t^3-3 t^4+t^5+2 t^6-4 t^7+t^8
4,641,3.39061,8,1-4 t+4 t^2-8 t^3+7 t^4-8 t^5+4 t^6-4 t^7+t^8
4,642,3.39089,10,1-4 t+2 t^2+t^3-3 t^4+2 t^5-3 t^6+t^7+2 t^8-4 t^9+t^10
4,643,3.39233,8,1-5 t+6 t^2-t^3-3 t^4-t^5+6 t^6-5 t^7+t^8
4,644,3.39293,10,1-4 t+t^2+4 t^3-5 t^5+4 t^7+t^8-4 t^9+t^10
4,645,3.39299,10,1-3 t-2 t^2+3 t^3-t^4-5 t^5-t^6+3 t^7-2 t^8-3 t^9+t^10
4,646,3.39311,8,1-3 t-t^2-t^3-t^5-t^6-3 t^7+t^8
4,647,3.39498,8,1-4 t+3 t^2-3 t^3-3 t^5+3 t^6-4 t^7+t^8
4,648,3.39583,8,1-2 t-3 t^2-4 t^3-5 t^4-4 t^5-3 t^6-2 t^7+t^8
4,649,3.39782,10,1-2 t-3 t^2-5 t^3-2 t^4-3 t^5-2 t^6-5 t^7-3 t^8-2 t^9+t^10
4,650,3.39867,8,1-3 t-2 t^2+t^3+4 t^4+t^5-2 t^6-3 t^7+t^8
5,651,3.39917,10,1-t-4 t^2-9 t^3-12 t^4-14 t^5-12 t^6-9 t^7-4 t^8-t^9+t^10
4,652,3.39987,6,1-3 t-2 t^2+3 t^3-2 t^4-3 t^5+t^6
4,653,3.40168,10,1-3 t-2 t^2+2 t^3+t^4-2 t^5+t^6+2 t^7-2 t^8-3 t^9+t^10
4,654,3.40249,6,1-2 t-3 t^2-5 t^3-3 t^4-2 t^5+t^6
4,655,3.40603,6,1-5 t+7 t^2-7 t^3+7 t^4-5 t^5+t^6
4,656,3.40806,10,1-2 t-5 t^2-t^3+4 t^4+5 t^5+4 t^6-t^7-5 t^8-2 t^9+t^10
4,657,3.40849,8,1-3 t-t^2-2 t^3+3 t^4-2 t^5-t^6-3 t^7+t^8
4,658,3.41137,8,1-2 t-3 t^2-4 t^3-6 t^4-4 t^5-3 t^6-2 t^7+t^8
4,659,3.41183,8,1-4 t+2 t^2+2 t^6-4 t^7+t^8
4,660,3.41236,10,1-5 t+6 t^2-t^3-5 t^4+7 t^5-5 t^6-t^7+6 t^8-5 t^9+t^10
4,661,3.41242,10,1-3 t-t^2-t^3-2 t^4+3 t^5-2 t^6-t^7-t^8-3 t^9+t^10
4,662,3.41352,8,1-5 t+7 t^2-7 t^3+7 t^4-7 t^5+7 t^6-5 t^7+t^8
4,663,3.41442,8,1-4 t+3 t^2-4 t^3+3 t^4-4 t^5+3 t^6-4 t^7+t^8
5,664,3.41491,8,1-3 t-t^2-t^3-t^4-t^5-t^6-3 t^7+t^8
4,665,3.41787,8,1-t-5 t^2-8 t^3-8 t^4-8 t^5-5 t^6-t^7+t^8
4,666,3.42008,10,1-t-5 t^2-8 t^3-8 t^4-7 t^5-8 t^6-8 t^7-5 t^8-t^9+t^10
4,667,3.4203,10,1-4 t+2 t^2-t^4+3 t^5-t^6+2 t^8-4 t^9+t^10
4,668,3.42051,8,1-4 t+2 t^2+t^3-4 t^4+t^5+2 t^6-4 t^7+t^8
4,669,3.42228,6,1-3 t-t^2-t^3-t^4-3 t^5+t^6
4,670,3.4228,8,1-3 t-2 t^2+t^3+3 t^4+t^5-2 t^6-3 t^7+t^8
4,671,3.42482,10,1-3 t-2 t^2+t^3+3 t^4-t^5+3 t^6+t^7-2 t^8-3 t^9+t^10
5,672,3.42587,10,1-2 t-4 t^2-3 t^3-3 t^7-4 t^8-2 t^9+t^10
4,673,3.42613,10,1-4 t+t^2+4 t^3-2 t^4-t^5-2 t^6+4 t^7+t^8-4 t^9+t^10
4,674,3.42659,8,1-2 t-3 t^2-4 t^3-7 t^4-4 t^5-3 t^6-2 t^7+t^8
4,675,3.4296,10,1-3 t-3 t^2+5 t^3+2 t^4-5 t^5+2 t^6+5 t^7-3 t^8-3 t^9+t^10
4,676,3.42977,8,1-t-5 t^2-8 t^3-9 t^4-8 t^5-5 t^6-t^7+t^8
4,677,3.43017,8,1-3 t-t^2-2 t^3+2 t^4-2 t^5-t^6-3 t^7+t^8
4,678,3.43141,10,1-4 t+2 t^2-2 t^5+2 t^8-4 t^9+t^10
4,679,3.43348,8,1-4 t+2 t^2-t^3+3 t^4-t^5+2 t^6-4 t^7+t^8
4,680,3.43408,10,1-2 t-3 t^2-4 t^3-6 t^4-8 t^5-6 t^6-4 t^7-3 t^8-2 t^9+t^10
4,681,3.43417,8,1-4 t+3 t^2-5 t^3+6 t^4-5 t^5+3 t^6-4 t^7+t^8
4,682,3.43596,8,1-3 t-t^2-t^3-2 t^4-t^5-t^6-3 t^7+t^8
4,683,3.4363,8,1-3 t-5 t^3+t^4-5 t^5-3 t^7+t^8
4,684,3.43746,8,1-2 t-3 t^2-5 t^3-4 t^4-5 t^5-3 t^6-2 t^7+t^8
4,685,3.4398,8,1-3 t-2 t^2+6 t^4-2 t^6-3 t^7+t^8
4,686,3.44148,4,1-4 t+3 t^2-4 t^3+t^4
4,687,3.44464,8,1-2 t-4 t^2-3 t^3-3 t^5-4 t^6-2 t^7+t^8
4,688,3.44594,8,1-3 t-2 t^2+t^3+2 t^4+t^5-2 t^6-3 t^7+t^8
4,689,3.44606,10,1-4 t+2 t^2-t^3+3 t^4-3 t^5+3 t^6-t^7+2 t^8-4 t^9+t^10
4,690,3.44607,10,1-2 t-4 t^2-2 t^3-3 t^4-5 t^5-3 t^6-2 t^7-4 t^8-2 t^9+t^10
4,691,3.44775,10,1-5 t+6 t^2-2 t^3-t^4+t^5-t^6-2 t^7+6 t^8-5 t^9+t^10
4,692,3.44814,10,1-3 t-2 t^2+t^3+t^4+3 t^5+t^6+t^7-2 t^8-3 t^9+t^10
4,693,3.44896,8,1-4 t+2 t^2+t^3-5 t^4+t^5+2 t^6-4 t^7+t^8
4,694,3.4499,10,1-4 t+2 t^2-3 t^4+7 t^5-3 t^6+2 t^8-4 t^9+t^10
4,695,3.45059,10,1-3 t-t^2-3 t^3+3 t^4+2 t^5+3 t^6-3 t^7-t^8-3 t^9+t^10
4,696,3.4511,8,1-3 t-t^2-2 t^3+t^4-2 t^5-t^6-3 t^7+t^8
4,697,3.45134,8,1-5 t+7 t^2-7 t^3+6 t^4-7 t^5+7 t^6-5 t^7+t^8
4,698,3.45197,10,1-3 t-t^2-2 t^3+t^5-2 t^7-t^8-3 t^9+t^10
4,699,3.45233,8,1-2 t-3 t^2-5 t^3-5 t^4-5 t^5-3 t^6-2 t^7+t^8
4,700,3.45293,10,1-5 t+6 t^2-t^3-7 t^4+11 t^5-7 t^6-t^7+6 t^8-5 t^9+t^10
4,701,3.45297,8,1-2 t-5 t^2-t^3+4 t^4-t^5-5 t^6-2 t^7+t^8
4,702,3.45543,6,1-2 t-3 t^2-6 t^3-3 t^4-2 t^5+t^6
4,703,3.45632,8,1-3 t-t^2-t^3-3 t^4-t^5-t^6-3 t^7+t^8
4,704,3.45764,10,1-3 t-2 t^2+2 t^3-t^4-3 t^5-t^6+2 t^7-2 t^8-3 t^9+t^10
4,705,3.46052,8,1-2 t-4 t^2-3 t^3-t^4-3 t^5-4 t^6-2 t^7+t^8
4,706,3.46056,10,1-2 t-5 t^2-2 t^3+4 t^4+7 t^5+4 t^6-2 t^7-5 t^8-2 t^9+t^10
4,707,3.46097,8,1-4 t+3 t^2-5 t^3+5 t^4-5 t^5+3 t^6-4 t^7+t^8
4,708,3.46274,6,1-4 t+t^2+3 t^3+t^4-4 t^5+t^6
5,709,3.46327,10,1-4 t+3 t^2-6 t^3+8 t^4-5 t^5+8 t^6-6 t^7+3 t^8-4 t^9+t^10
4,710,3.4648,10,1-3 t-t^2-t^3-3 t^4-2 t^5-3 t^6-t^7-t^8-3 t^9+t^10
4,711,3.4669,8,1-2 t-3 t^2-5 t^3-6 t^4-5 t^5-3 t^6-2 t^7+t^8
4,712,3.46733,8,1-4 t+3 t^2-4 t^3+t^4-4 t^5+3 t^6-4 t^7+t^8
4,713,3.46752,10,1-3 t-2 t^2+t^3+t^4+t^6+t^7-2 t^8-3 t^9+t^10
4,714,3.46767,10,1-2 t-5 t^2-t^3+2 t^4+t^5+2 t^6-t^7-5 t^8-2 t^9+t^10
4,715,3.46819,8,1-3 t-2 t^2+t^3+t^4+t^5-2 t^6-3 t^7+t^8
4,716,3.4696,8,1-4 t+2 t^2-2 t^4+2 t^6-4 t^7+t^8
4,717,3.46999,8,1-2 t-5 t^2-t^3+3 t^4-t^5-5 t^6-2 t^7+t^8
4,718,3.47135,8,1-3 t-t^2-2 t^3-2 t^5-t^6-3 t^7+t^8
4,719,3.47276,10,1-2 t-4 t^2-4 t^3+2 t^5-4 t^7-4 t^8-2 t^9+t^10
4,720,3.47401,8,1-3 t-5 t^3-t^4-5 t^5-3 t^7+t^8
4,721,3.47419,10,1-4 t+2 t^2-3 t^4+4 t^5-3 t^6+2 t^8-4 t^9+t^10
4,722,3.47604,6,1-3 t-2 t^2+2 t^3-2 t^4-3 t^5+t^6
4,723,3.47684,10,1-4 t+3 t^2-4 t^3-t^5-4 t^7+3 t^8-4 t^9+t^10
4,724,3.47854,8,1-5 t+7 t^2-8 t^3+9 t^4-8 t^5+7 t^6-5 t^7+t^8
4,725,3.48117,8,1-2 t-3 t^2-5 t^3-7 t^4-5 t^5-3 t^6-2 t^7+t^8
4,726,3.48413,8,1-t-5 t^2-9 t^3-10 t^4-9 t^5-5 t^6-t^7+t^8
4,727,3.48428,8,1-4 t+2 t^2-2 t^3+5 t^4-2 t^5+2 t^6-4 t^7+t^8
4,728,3.48465,10,1-4 t+t^2+3 t^3-3 t^5+3 t^7+t^8-4 t^9+t^10
4,729,3.48481,8,1-3 t-2 t^2+4 t^4-2 t^6-3 t^7+t^8
4,730,3.48657,6,1-4 t+2 t^2-t^3+2 t^4-4 t^5+t^6
4,731,3.48792,8,1-6 t+13 t^2-20 t^3+23 t^4-20 t^5+13 t^6-6 t^7+t^8
4,732,3.48963,8,1-3 t-2 t^2+t^3+t^5-2 t^6-3 t^7+t^8
4,733,3.49037,10,1-3 t-2 t^2+3 t^4+t^5+3 t^6-2 t^8-3 t^9+t^10
4,734,3.49051,8,1-4 t+2 t^2-t^3+t^4-t^5+2 t^6-4 t^7+t^8
4,735,3.49089,10,1-2 t-4 t^2-3 t^3-3 t^4-3 t^5-3 t^6-3 t^7-4 t^8-2 t^9+t^10
4,736,3.49096,8,1-3 t-t^2-2 t^3-t^4-2 t^5-t^6-3 t^7+t^8
4,737,3.49122,8,1-2 t-4 t^2-3 t^3-3 t^4-3 t^5-4 t^6-2 t^7+t^8
4,738,3.4921,6,1-3 t-t^2-2 t^3-t^4-3 t^5+t^6
4,739,3.49518,6,1-2 t-4 t^2-3 t^3-4 t^4-2 t^5+t^6
4,740,3.4957,10,1-4 t+7 t^3-t^4-7 t^5-t^6+7 t^7-4 t^9+t^10
4,741,3.49637,8,1-4 t+2 t^2-3 t^4+2 t^6-4 t^7+t^8
4,742,3.49746,8,1-6 t^2-15 t^3-19 t^4-15 t^5-6 t^6+t^8
4,743,3.49861,10,1-3 t-3 t^2+4 t^3+2 t^4-3 t^5+2 t^6+4 t^7-3 t^8-3 t^9+t^10
4,744,3.50015,8,1-5 t+6 t^2-2 t^3-2 t^4-2 t^5+6 t^6-5 t^7+t^8
4,745,3.50289,10,1-4 t+2 t^2-t^3-t^4+5 t^5-t^6-t^7+2 t^8-4 t^9+t^10
4,746,3.50607,4,1-3 t-t^2-3 t^3+t^4
4,747,3.50999,8,1-3 t-t^2-2 t^3-2 t^4-2 t^5-t^6-3 t^7+t^8
4,748,3.51033,8,1-3 t-2 t^2+t^3-t^4+t^5-2 t^6-3 t^7+t^8
4,749,3.51082,10,1-2 t-5 t^2-3 t^3+4 t^4+9 t^5+4 t^6-3 t^7-5 t^8-2 t^9+t^10
4,750,3.51111,8,1-4 t+3 t^2-5 t^3+3 t^4-5 t^5+3 t^6-4 t^7+t^8
4,751,3.51167,8,1-4 t+2 t^2-2 t^3+4 t^4-2 t^5+2 t^6-4 t^7+t^8
4,752,3.51199,10,1-4 t+2 t^2-t^3-t^7+2 t^8-4 t^9+t^10
4,753,3.51207,10,1-3 t-2 t^2+t^4+5 t^5+t^6-2 t^8-3 t^9+t^10
4,754,3.51309,8,1-5 t+7 t^2-8 t^3+8 t^4-8 t^5+7 t^6-5 t^7+t^8
4,755,3.51376,8,1-3 t-t^2-t^3-6 t^4-t^5-t^6-3 t^7+t^8
4,756,3.51419,10,1-4 t+t^2+3 t^3-2 t^4+t^5-2 t^6+3 t^7+t^8-4 t^9+t^10
4,757,3.51579,8,1-5 t+5 t^2+3 t^3-9 t^4+3 t^5+5 t^6-5 t^7+t^8
4,758,3.51626,10,1-2 t-5 t^2-2 t^3+2 t^4+3 t^5+2 t^6-2 t^7-5 t^8-2 t^9+t^10
4,759,3.51696,8,1-4 t+2 t^2-t^3-t^5+2 t^6-4 t^7+t^8
5,760,3.51776,8,1-2 t-4 t^2-4 t^3-t^4-4 t^5-4 t^6-2 t^7+t^8
4,761,3.51883,10,1-3 t-2 t^2+t^3-t^4-t^5-t^6+t^7-2 t^8-3 t^9+t^10
4,762,3.51978,8,1-2 t-3 t^2-6 t^3-6 t^4-6 t^5-3 t^6-2 t^7+t^8
4,763,3.52093,10,1-3 t-t^2-2 t^3-3 t^4-3 t^6-2 t^7-t^8-3 t^9+t^10
5,764,3.52195,8,1-4 t+2 t^2-4 t^4+2 t^6-4 t^7+t^8
4,765,3.5236,8,1-3 t-6 t^3-6 t^5-3 t^7+t^8
4,766,3.52383,8,1-4 t+t^2+3 t^3-3 t^4+3 t^5+t^6-4 t^7+t^8
4,767,3.52498,8,1-3 t-t^2-3 t^3+t^4-3 t^5-t^6-3 t^7+t^8
4,768,3.5266,8,1-3 t-2 t^2+2 t^4-2 t^6-3 t^7+t^8
4,769,3.52724,10,1-4 t+2 t^2-2 t^3+3 t^4-t^5+3 t^6-2 t^7+2 t^8-4 t^9+t^10
4,770,3.52812,8,1-4 t+4 t^2-9 t^3+5 t^4-9 t^5+4 t^6-4 t^7+t^8
4,771,3.52848,8,1-3 t-t^2-2 t^3-3 t^4-2 t^5-t^6-3 t^7+t^8
4,772,3.52863,8,1-5 t+6 t^2-3 t^3+t^4-3 t^5+6 t^6-5 t^7+t^8
4,773,3.52959,10,1-3 t-2 t^2+t^4+2 t^5+t^6-2 t^8-3 t^9+t^10
4,774,3.53035,6,1-5 t+7 t^2-8 t^3+7 t^4-5 t^5+t^6
4,775,3.53225,8,1-2 t-4 t^2-4 t^3-2 t^4-4 t^5-4 t^6-2 t^7+t^8
4,776,3.53324,8,1-2 t-3 t^2-6 t^3-7 t^4-6 t^5-3 t^6-2 t^7+t^8
4,777,3.53442,10,1-2 t-4 t^2-4 t^3-3 t^4-t^5-3 t^6-4 t^7-4 t^8-2 t^9+t^10
4,778,3.53467,8,1-4 t+3 t^2-5 t^3+2 t^4-5 t^5+3 t^6-4 t^7+t^8
5,779,3.536,8,1-t-5 t^2-10 t^3-11 t^4-10 t^5-5 t^6-t^7+t^8
4,780,3.53764,10,1-4 t+t^2+3 t^3-2 t^4-2 t^5-2 t^6+3 t^7+t^8-4 t^9+t^10
4,781,3.53777,8,1-4 t+2 t^2-2 t^3+3 t^4-2 t^5+2 t^6-4 t^7+t^8
4,782,3.53991,8,1-5 t+7 t^2-9 t^3+11 t^4-9 t^5+7 t^6-5 t^7+t^8
4,783,3.54069,8,1-3 t-6 t^3-t^4-6 t^5-3 t^7+t^8
4,784,3.54223,8,1-4 t+2 t^2-t^3-t^4-t^5+2 t^6-4 t^7+t^8
4,785,3.54303,8,1-3 t-2 t^2-t^3+5 t^4-t^5-2 t^6-3 t^7+t^8
4,786,3.54335,8,1-3 t-t^2-3 t^3-3 t^5-t^6-3 t^7+t^8
4,787,3.54553,8,1-5 t+7 t^2-8 t^3+7 t^4-8 t^5+7 t^6-5 t^7+t^8
4,788,3.54672,10,1-5 t+7 t^2-8 t^3+7 t^4-8 t^5+7 t^6-8 t^7+7 t^8-5 t^9+t^10
4,789,3.54733,10,1-3 t-t^2-3 t^3-4 t^5-3 t^7-t^8-3 t^9+t^10
5,790,3.54807,10,1-3 t-6 t^3-t^4-7 t^5-t^6-6 t^7-3 t^9+t^10
5,791,3.54936,10,1-t-5 t^2-10 t^3-11 t^4-12 t^5-11 t^6-10 t^7-5 t^8-t^9+t^10
4,792,3.55103,8,1-4 t+t^2+3 t^3-4 t^4+3 t^5+t^6-4 t^7+t^8
4,793,3.55135,8,1-6 t+12 t^2-15 t^3+15 t^4-15 t^5+12 t^6-6 t^7+t^8
4,794,3.5521,10,1-3 t-2 t^2-t^3+3 t^4+3 t^5+3 t^6-t^7-2 t^8-3 t^9+t^10
4,795,3.55316,10,1-5 t+6 t^2-4 t^3+5 t^4-7 t^5+5 t^6-4 t^7+6 t^8-5 t^9+t^10
4,796,3.55368,8,1-4 t+3 t^2-6 t^3+5 t^4-6 t^5+3 t^6-4 t^7+t^8
4,797,3.55467,10,1-4 t+6 t^3+t^4-9 t^5+t^6+6 t^7-4 t^9+t^10
4,798,3.55604,10,1-5 t+6 t^2-3 t^3-t^4+3 t^5-t^6-3 t^7+6 t^8-5 t^9+t^10
4,799,3.55678,8,1-t-5 t^2-10 t^3-13 t^4-10 t^5-5 t^6-t^7+t^8
4,800,3.55736,6,1-3 t-t^2-3 t^3-t^4-3 t^5+t^6
5,801,3.5588,8,1-4 t+2 t^2-3 t^3+6 t^4-3 t^5+2 t^6-4 t^7+t^8
4,802,3.55961,8,1-5 t+8 t^2-13 t^3+13 t^4-13 t^5+8 t^6-5 t^7+t^8
4,803,3.56038,8,1-2 t-4 t^2-4 t^3-4 t^4-4 t^5-4 t^6-2 t^7+t^8
4,804,3.56122,8,1-3 t-t^2-3 t^3-t^4-3 t^5-t^6-3 t^7+t^8
4,805,3.56146,8,1-2 t-5 t^2-2 t^3+t^4-2 t^5-5 t^6-2 t^7+t^8
4,806,3.56272,6,1-4 t+t^2+2 t^3+t^4-4 t^5+t^6
4,807,3.56308,10,1-2 t-5 t^2-3 t^3+2 t^4+5 t^5+2 t^6-3 t^7-5 t^8-2 t^9+t^10
