s0_level,index,value,degree,minimal_polynomial
4,1560,4.10623,10,1-4 t-t^2+3 t^3-2 t^4-3 t^5-2 t^6+3 t^7-t^8-4 t^9+t^10
5,1561,4.10659,10,1-5 t+4 t^2-t^3-3 t^4+7 t^5-3 t^6-t^7+4 t^8-5 t^9+t^10
5,1562,4.10667,8,1-6 t+11 t^2-17 t^3+19 t^4-17 t^5+11 t^6-6 t^7+t^8
5,1563,4.1069,8,1-4 t-t^3-3 t^4-t^5-4 t^7+t^8
5,1564,4.10942,10,1-5 t+4 t^2-t^3-2 t^4+2 t^5-2 t^6-t^7+4 t^8-5 t^9+t^10
5,1565,4.11022,8,1-4 t-t^2+t^3+5 t^4+t^5-t^6-4 t^7+t^8
5,1566,4.11058,6,1-4 t+t^2-6 t^3+t^4-4 t^5+t^6
4,1567,4.11169,8,1-4 t-2 t^3+t^4-2 t^5-4 t^7+t^8
5,1568,4.11214,10,1-t-7 t^2-16 t^3-24 t^4-27 t^5-24 t^6-16 t^7-7 t^8-t^9+t^10
5,1569,4.1137,8,1-5 t+5 t^2-6 t^3+3 t^4-6 t^5+5 t^6-5 t^7+t^8
5,1570,4.11412,10,1-4 t-t^2+2 t^3+3 t^5+2 t^7-t^8-4 t^9+t^10
5,1571,4.11534,8,1-3 t-4 t^2-2 t^3-t^4-2 t^5-4 t^6-3 t^7+t^8
5,1572,4.11616,8,1-3 t-3 t^2-5 t^3-5 t^4-5 t^5-3 t^6-3 t^7+t^8
5,1573,4.11658,8,1-4 t-3 t^3+5 t^4-3 t^5-4 t^7+t^8
5,1574,4.11719,8,1-5 t+4 t^2-t^3-2 t^4-t^5+4 t^6-5 t^7+t^8
5,1575,4.11751,8,1-4 t+t^2-6 t^3+t^4-6 t^5+t^6-4 t^7+t^8
5,1576,4.11956,8,1-4 t-t^2+2 t^3+2 t^5-t^6-4 t^7+t^8
5,1577,4.11971,8,1-5 t+5 t^2-7 t^3+7 t^4-7 t^5+5 t^6-5 t^7+t^8
5,1578,4.11975,10,1-4 t-t^3-4 t^4-4 t^6-t^7-4 t^9+t^10
4,1579,4.12032,8,1-4 t-t^3-4 t^4-t^5-4 t^7+t^8
5,1580,4.12043,8,1-3 t-2 t^2-9 t^3-5 t^4-9 t^5-2 t^6-3 t^7+t^8
5,1581,4.12111,8,1-5 t+3 t^2+4 t^3-7 t^4+4 t^5+3 t^6-5 t^7+t^8
5,1582,4.12151,8,1-2 t-7 t^2-6 t^3-3 t^4-6 t^5-7 t^6-2 t^7+t^8
5,1583,4.12284,10,1-4 t-2 t^3-t^4+3 t^5-t^6-2 t^7-4 t^9+t^10
5,1584,4.12324,10,1-5 t+4 t^2-2 t^3+3 t^4-6 t^5+3 t^6-2 t^7+4 t^8-5 t^9+t^10
5,1585,4.1236,8,1-5 t+4 t^2-2 t^3+2 t^4-2 t^5+4 t^6-5 t^7+t^8
4,1586,4.12457,10,1-4 t-t^2+2 t^3+2 t^7-t^8-4 t^9+t^10
5,1587,4.12481,8,1-4 t-t^2+t^3+4 t^4+t^5-t^6-4 t^7+t^8
5,1588,4.1252,8,1-4 t-2 t^3-2 t^5-4 t^7+t^8
5,1589,4.12617,8,1-3 t-4 t^2-2 t^3-2 t^4-2 t^5-4 t^6-3 t^7+t^8
5,1590,4.12637,10,1-3 t-5 t^2+t^3+2 t^4-t^5+2 t^6+t^7-5 t^8-3 t^9+t^10
5,1591,4.12639,8,1-3 t-3 t^2-5 t^3-6 t^4-5 t^5-3 t^6-3 t^7+t^8
5,1592,4.12735,8,1-6 t+11 t^2-17 t^3+18 t^4-17 t^5+11 t^6-6 t^7+t^8
5,1593,4.13016,4,1-3 t-4 t^2-3 t^3+t^4
5,1594,4.13066,10,1-5 t+4 t^2-2 t^3+t^4+t^5+t^6-2 t^7+4 t^8-5 t^9+t^10
5,1595,4.13069,10,1-5 t+3 t^2+3 t^3-2 t^4-t^5-2 t^6+3 t^7+3 t^8-5 t^9+t^10
5,1596,4.13243,10,1-2 t-8 t^2-6 t^3+7 t^4+15 t^5+7 t^6-6 t^7-8 t^8-2 t^9+t^10
5,1597,4.1327,8,1-6 t+10 t^2-12 t^3+13 t^4-12 t^5+10 t^6-6 t^7+t^8
5,1598,4.13295,10,1-3 t-5 t^2+4 t^4+5 t^5+4 t^6-5 t^8-3 t^9+t^10
5,1599,4.1335,8,1-4 t-t^3-5 t^4-t^5-4 t^7+t^8
5,1600,4.13376,8,1-4 t-t^2+2 t^3-t^4+2 t^5-t^6-4 t^7+t^8
5,1601,4.13377,10,1-4 t-2 t^2+6 t^3+t^4-5 t^5+t^6+6 t^7-2 t^8-4 t^9+t^10
5,1602,4.13444,10,1-5 t+4 t^2-3 t^3+7 t^4-9 t^5+7 t^6-3 t^7+4 t^8-5 t^9+t^10
5,1603,4.13455,8,1-5 t+4 t^2-t^3-3 t^4-t^5+4 t^6-5 t^7+t^8
5,1604,4.13628,8,1-5 t+5 t^2-7 t^3+6 t^4-7 t^5+5 t^6-5 t^7+t^8
5,1605,4.13637,10,1-3 t-4 t^2-3 t^3+2 t^5-3 t^7-4 t^8-3 t^9+t^10
5,1606,4.13648,8,1-3 t-3 t^2-5 t^3-7 t^4-5 t^5-3 t^6-3 t^7+t^8
5,1607,4.13684,8,1-3 t-4 t^2-2 t^3-3 t^4-2 t^5-4 t^6-3 t^7+t^8
5,1608,4.13834,8,1-2 t-6 t^2-9 t^3-9 t^4-9 t^5-6 t^6-2 t^7+t^8
5,1609,4.13845,8,1-4 t-2 t^3-t^4-2 t^5-4 t^7+t^8
5,1610,4.13884,10,1-3 t-4 t^2-2 t^3-3 t^4-3 t^5-3 t^6-2 t^7-4 t^8-3 t^9+t^10
5,1611,4.13909,8,1-4 t-t^2+t^3+3 t^4+t^5-t^6-4 t^7+t^8
5,1612,4.13947,8,1-5 t+3 t^2+4 t^3-8 t^4+4 t^5+3 t^6-5 t^7+t^8
5,1613,4.1403,8,1-3 t-3 t^2-6 t^3-3 t^4-6 t^5-3 t^6-3 t^7+t^8
5,1614,4.14089,8,1-3 t-4 t^2-3 t^3+t^4-3 t^5-4 t^6-3 t^7+t^8
5,1615,4.14107,8,1-5 t+4 t^2-2 t^3+t^4-2 t^5+4 t^6-5 t^7+t^8
5,1616,4.14154,8,1-3 t-5 t^2+5 t^4-5 t^6-3 t^7+t^8
5,1617,4.14253,8,1-5 t+5 t^2-8 t^3+10 t^4-8 t^5+5 t^6-5 t^7+t^8
5,1618,4.1426,8,1-4 t+t^2-6 t^3-t^4-6 t^5+t^6-4 t^7+t^8
5,1619,4.14349,8,1-4 t-3 t^3+3 t^4-3 t^5-4 t^7+t^8
5,1620,4.14446,10,1-4 t-2 t^2+6 t^3+t^4-8 t^5+t^6+6 t^7-2 t^8-4 t^9+t^10
5,1621,4.14451,8,1-4 t-t^2+7 t^4-t^6-4 t^7+t^8
5,1622,4.14524,10,1-4 t-2 t^3-t^4-4 t^5-t^6-2 t^7-4 t^9+t^10
5,1623,4.14645,6,1-3 t-4 t^2-2 t^3-4 t^4-3 t^5+t^6
5,1624,4.14737,6,1-5 t+5 t^2-7 t^3+5 t^4-5 t^5+t^6
5,1625,4.14767,8,1-4 t-t^2+2 t^3-2 t^4+2 t^5-t^6-4 t^7+t^8
5,1626,4.14774,8,1-5 t+4 t^2-3 t^3+5 t^4-3 t^5+4 t^6-5 t^7+t^8
5,1627,4.14925,8,1-7 t+17 t^2-28 t^3+33 t^4-28 t^5+17 t^6-7 t^7+t^8
5,1628,4.14982,10,1-4 t-t^2+t^3+2 t^4+t^5+2 t^6+t^7-t^8-4 t^9+t^10
5,1629,4.15032,8,1-3 t-3 t^2-6 t^3-4 t^4-6 t^5-3 t^6-3 t^7+t^8
4,1630,4.15147,6,1-4 t-t^2+2 t^3-t^4-4 t^5+t^6
5,1631,4.15173,10,1-5 t+3 t^2+3 t^3-4 t^4+3 t^5-4 t^6+3 t^7+3 t^8-5 t^9+t^10
5,1632,4.15179,10,1-6 t+9 t^2-5 t^3-4 t^4+9 t^5-4 t^6-5 t^7+9 t^8-6 t^9+t^10
5,1633,4.15185,10,1-4 t-t^2+t^3+3 t^4-4 t^5+3 t^6+t^7-t^8-4 t^9+t^10
5,1634,4.15245,8,1-5 t+5 t^2-7 t^3+5 t^4-7 t^5+5 t^6-5 t^7+t^8
5,1635,4.15275,8,1-3 t-5 t^2+4 t^4-5 t^6-3 t^7+t^8
5,1636,4.15283,8,1-6 t+9 t^2-6 t^3+3 t^4-6 t^5+9 t^6-6 t^7+t^8
5,1637,4.15307,8,1-4 t-t^2+t^3+2 t^4+t^5-t^6-4 t^7+t^8
5,1638,4.15405,8,1-6 t+10 t^2-12 t^3+12 t^4-12 t^5+10 t^6-6 t^7+t^8
5,1639,4.15439,10,1-4 t+t^2-6 t^3-2 t^4-5 t^5-2 t^6-6 t^7+t^8-4 t^9+t^10
5,1640,4.15448,8,1-2 t-6 t^2-9 t^3-11 t^4-9 t^5-6 t^6-2 t^7+t^8
5,1641,4.15509,10,1-2 t-6 t^2-9 t^3-10 t^4-12 t^5-10 t^6-9 t^7-6 t^8-2 t^9+t^10
5,1642,4.15516,10,1-4 t-3 t^2+10 t^3+2 t^4-13 t^5+2 t^6+10 t^7-3 t^8-4 t^9+t^10
5,1643,4.15558,10,1-5 t+5 t^2-8 t^3+9 t^4-8 t^5+9 t^6-8 t^7+5 t^8-5 t^9+t^10
5,1644,4.15584,10,1-5 t+3 t^2+2 t^3+2 t^4-7 t^5+2 t^6+2 t^7+3 t^8-5 t^9+t^10
5,1645,4.15657,8,1-4 t-3 t^3+2 t^4-3 t^5-4 t^7+t^8
5,1646,4.15683,10,1-6 t+9 t^2-6 t^3+2 t^4-t^5+2 t^6-6 t^7+9 t^8-6 t^9+t^10
5,1647,4.15732,8,1-5 t+3 t^2+4 t^3-9 t^4+4 t^5+3 t^6-5 t^7+t^8
5,1648,4.15809,8,1-5 t+4 t^2-2 t^3-2 t^5+4 t^6-5 t^7+t^8
5,1649,4.15857,8,1-4 t-t^2+6 t^4-t^6-4 t^7+t^8
5,1650,4.1588,8,1-5 t+5 t^2-8 t^3+9 t^4-8 t^5+5 t^6-5 t^7+t^8
5,1651,4.15967,8,1-4 t+t^2-7 t^3+2 t^4-7 t^5+t^6-4 t^7+t^8
5,1652,4.16021,8,1-3 t-3 t^2-6 t^3-5 t^4-6 t^5-3 t^6-3 t^7+t^8
5,1653,4.16074,10,1-2 t-8 t^2-6 t^3+5 t^4+11 t^5+5 t^6-6 t^7-8 t^8-2 t^9+t^10
5,1654,4.1613,8,1-4 t-t^2+2 t^3-3 t^4+2 t^5-t^6-4 t^7+t^8
5,1655,4.16189,10,1-5 t+5 t^2-7 t^3+4 t^4-5 t^5+4 t^6-7 t^7+5 t^8-5 t^9+t^10
5,1656,4.1619,8,1-3 t-4 t^2-3 t^3-t^4-3 t^5-4 t^6-3 t^7+t^8
5,1657,4.16243,6,1-4 t+t^2-7 t^3+t^4-4 t^5+t^6
5,1658,4.16379,8,1-3 t-5 t^2+3 t^4-5 t^6-3 t^7+t^8
5,1659,4.16425,8,1-4 t-2 t^3-3 t^4-2 t^5-4 t^7+t^8
5,1660,4.16439,8,1-5 t+3 t^2+3 t^3-5 t^4+3 t^5+3 t^6-5 t^7+t^8
5,1661,4.16486,8,1-5 t+4 t^2-3 t^3+4 t^4-3 t^5+4 t^6-5 t^7+t^8
5,1662,4.16536,8,1-t-8 t^2-16 t^3-19 t^4-16 t^5-8 t^6-t^7+t^8
5,1663,4.16572,10,1-4 t-t^2+t^3+5 t^5+t^7-t^8-4 t^9+t^10
5,1664,4.16677,8,1-4 t-t^2+t^3+t^4+t^5-t^6-4 t^7+t^8
5,1665,4.1674,10,1-4 t-2 t^3-4 t^4+2 t^5-4 t^6-2 t^7-4 t^9+t^10
4,1666,4.16749,10,1-3 t-5 t^2+2 t^4+t^5+2 t^6-5 t^8-3 t^9+t^10
5,1667,4.16824,8,1-5 t+5 t^2-7 t^3+4 t^4-7 t^5+5 t^6-5 t^7+t^8
5,1668,4.16942,8,1-4 t-3 t^3+t^4-3 t^5-4 t^7+t^8
5,1669,4.16998,8,1-3 t-3 t^2-6 t^3-6 t^4-6 t^5-3 t^6-3 t^7+t^8
5,1670,4.1722,8,1-3 t-4 t^2-3 t^3-2 t^4-3 t^5-4 t^6-3 t^7+t^8
5,1671,4.17234,8,1-4 t-t^2+5 t^4-t^6-4 t^7+t^8
5,1672,4.17236,10,1-5 t+4 t^2-2 t^3-2 t^4+4 t^5-2 t^6-2 t^7+4 t^8-5 t^9+t^10
5,1673,4.17441,10,1-3 t-5 t^2-t^3+4 t^4+7 t^5+4 t^6-t^7-5 t^8-3 t^9+t^10
5,1674,4.17467,4,1-6 t+9 t^2-6 t^3+t^4
5,1675,4.17545,10,1-4 t-t^2+t^3+2 t^5+t^7-t^8-4 t^9+t^10
5,1676,4.1755,8,1-2 t-7 t^2-7 t^3-5 t^4-7 t^5-7 t^6-2 t^7+t^8
5,1677,4.17681,8,1-4 t-2 t^3-4 t^4-2 t^5-4 t^7+t^8
5,1678,4.17712,10,1-3 t-4 t^2-3 t^3-3 t^4-t^5-3 t^6-3 t^7-4 t^8-3 t^9+t^10
5,1679,4.17854,10,1-5 t+4 t^2-t^3-7 t^4+7 t^5-7 t^6-t^7+4 t^8-5 t^9+t^10
5,1680,4.17913,10,1-5 t+2 t^2+7 t^3-3 t^4-5 t^5-3 t^6+7 t^7+2 t^8-5 t^9+t^10
5,1681,4.17963,8,1-3 t-3 t^2-6 t^3-7 t^4-6 t^5-3 t^6-3 t^7+t^8
5,1682,4.18021,8,1-4 t-t^2+t^3+t^5-t^6-4 t^7+t^8
5,1683,4.1814,8,1-2 t-6 t^2-10 t^3-10 t^4-10 t^5-6 t^6-2 t^7+t^8
5,1684,4.18153,8,1-5 t+4 t^2-3 t^3+3 t^4-3 t^5+4 t^6-5 t^7+t^8
5,1685,4.18184,8,1-5 t+3 t^2+3 t^3-6 t^4+3 t^5+3 t^6-5 t^7+t^8
5,1686,4.18204,8,1-4 t-3 t^3-3 t^5-4 t^7+t^8
5,1687,4.18226,8,1-3 t-6 t^2+2 t^3+10 t^4+2 t^5-6 t^6-3 t^7+t^8
4,1688,4.18236,8,1-3 t-4 t^2-3 t^3-3 t^4-3 t^5-4 t^6-3 t^7+t^8
